"LEGAL_NAME","ACCOUNT_TYPE_CODE","ACCOUNT_TYPE","PHYSICAL_ADDRESS_STATE","Physical_Address_ZIP_Code1"
"WAL MART STORES INC","9999","No Occupational License","LA","70815"
"WAL MART STORES INC","9999","No Occupational License","LA","70808"
"WAL MART STORES INC","9999","No Occupational License","LA","70809"
"WAL MART STORES INC","9999","No Occupational License","LA","70817"
"WAL MART STORES INC","9999","No Occupational License","LA","70816"
"WAL MART STORES INC","9999","No Occupational License","LA","70816"
"WAL MART STORES INC","9999","No Occupational License","LA","70809"
"ARC OF SAFETY OUTREACH COMMUNITY DEVELOPMENT INC","1520","Service/Rental/Etc","LA","70805"
"R & A CERTIFIED AUTO SALES LLC","1612","Wholesale - Motor Vehicle","LA","70815"
"SHARON BRADLEY","1525","Retail Dealer","LA","70805"
"TRINA THOMAS","1525","Retail Dealer","LA","70816"
"WALMART  STORES INC","9999","No Occupational License","LA","70714"
"WALMART STORES INC","9999","No Occupational License","LA","70791"
"PII GX LLC","1520","Service/Rental/Etc","LA","70815"
"JOHN EXTINE","9999","No Occupational License","LA","71303"
"CDC ASSOCIATES LLC","1520","Service/Rental/Etc","LA","70806"
"AVATAR NAILS BAR LLC","1520","Service/Rental/Etc","LA","70808"
"SMITH ACCOUNTING SERVICE","1520","Service/Rental/Etc","LA","70805"
"NAKOSHA HANEY","1520","Service/Rental/Etc","LA","70805"
"LITTLE SMITH LLC","1525","Retail Dealer","LA","70806"
"WAL MART STORES INC","9999","No Occupational License","LA","70818"
"WAL MART STORES INC","9999","No Occupational License","LA","70815"
"VIOLETS CAREGIVERS LLC","1520","Service/Rental/Etc","LA","70816"
"ACCURATE CASE MANAGEMENT & CONSULTING LLC","1520","Service/Rental/Etc","LA","70812"
"TRAVIS LAMAR SHAW","1520","Service/Rental/Etc","LA","70802"
"PLANET ATV WORKS INC","1525","Retail Dealer","LA","70809"
"TASHAKA FINISTER","1520","Service/Rental/Etc","LA","70807"
"G M ENTERPRISES LLC","1520","Service/Rental/Etc","LA","70805"
"OXLEAN MANUFACTURING LLC","9999","No Occupational License","LA","70785"
"NE VAEH ROSE IMAGE CONSULTANTS LLC","1520","Service/Rental/Etc","LA","70820"
"KERRELL NEVELS","1525","Retail Dealer","LA","70806"
"CLIFTON NICHOLSON","1520","Service/Rental/Etc","LA","70807"
"DG'S BRIDAL AND FORMAL CONSIGNMENT LLC","1525","Retail Dealer","LA","70817"
"BROOKE E CARTER","1525","Retail Dealer","LA","70814"
"WILLIAM THOMAS","1520","Service/Rental/Etc","LA","70806"
"SHERRY LYNN BROWN","1525","Retail Dealer","LA","70806"
"SKY SMOKE SHOP INC","1525","Retail Dealer","LA","70815"
"KENNETH BERNARD","1520","Service/Rental/Etc","LA","70817"
"MARVALIN HALL","1525","Retail Dealer","LA","70814"
"UNIQUE CLEANING SERVICES LLC","1520","Service/Rental/Etc","LA","70806"
"XAVIER PROFET","1525","Retail Dealer","LA","70811"
"MAYRA J GALEAS & BETHZAMAVETH MARQUEZ","1520","Service/Rental/Etc","LA","70809"
"ESPRESSO'S PREMIUM COFFEE LLC","1525","Retail Dealer","LA","70808"
"KAHALA RESTAURANTS LLC","1525","Retail Dealer","LA","70809"
"EXPRESS DELIVERY LLC","1520","Service/Rental/Etc","LA","70815"
"SHOE ARENA LLC","1525","Retail Dealer","LA","70808"
"ALCOA COMMERCIAL WINDOWS LLC","9999","No Occupational License","LA",""
"LARROUX LLC","9999","No Occupational License","LA","70759"
"CAPITAL CITY HOME INSPECTIONS LLC","1520","Service/Rental/Etc","LA","70810"
"XTREME STEAM LLC","1525","Retail Dealer","LA","70806"
"ANDERMANN RESOURCE PARTNERS LLC","9999","No Occupational License","LA","70403"
"HOOKED ON RE LLC","1525","Retail Dealer","LA","70809"
"DEW SPA II LLC","1520","Service/Rental/Etc","LA","70836"
"GULF COAST INTERNATIONAL LLC","9999","No Occupational License","LA","70560"
"GOSS WEALTH MAMAGEMENT LLC","1820","Commissioned Services","LA","70809"
"SPECIALTY MEDICAL EQUIPMENT LLC","9999","No Occupational License","LA","70001"
"LIMIT OUT SUPPLY CO LLC","1525","Retail Dealer","LA","70810"
"TRISTAR REHAB INC","2090","Professional","LA","70815"
"TRISTAR REHAB INC","2090","Professional","LA","70809"
"PARADISE HAIR AND NAIL BAR LLC","1525","Retail Dealer","LA","70809"
"TNET SYSTEMS INC","9999","No Occupational License","LA","71201"
"B R WAFFLE & CHICKEN #1 LLC","1525","Retail Dealer","LA","70802"
"QUANTUM ELECTRICAL SERVICES LLC","2710","Contractor","LA","70809"
"REPUBLIC ROOFING INC","2710","Contractor","LA","70820"
"AMERITAS TECHNOLOGIES CORPORATION","1520","Service/Rental/Etc","LA","70802"
"TRISTAR REHAB INC","2090","Professional","LA","70809"
"CREOLE STEEL INC","9999","No Occupational License","LA","70663"
"LA KNIGHTS LAWN CARE LLC","1520","Service/Rental/Etc","LA","70817"
"MELVIN MALOID","2710","Contractor","LA","70811"
"HMG PHYSICIANS LLC","2090","Professional","LA","70806"
"BEYOND THE BAYOU COMMERCIAL CLEANING SVS LLC","1520","Service/Rental/Etc","LA","70810"
"DIETARY MANAGER IN SERVICE TRAINING&STAFFING INC","1520","Service/Rental/Etc","LA","70816"
"HAMMOND ONEAL LLC","1530","Retail Dealer of Motor Fuels","LA","70816"
"ALL NATURAL SPA INC","1520","Service/Rental/Etc","LA","70809"
"SNEAUX SISTERS HOLDING LLC","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70802"
"ROCKI'S CHEESECAKES LLC","1520","Service/Rental/Etc","LA","70810"
"FUTURE LIVING  LLC","1520","Service/Rental/Etc","LA","70805"
"SHALAMA DABNEY","1520","Service/Rental/Etc","LA","70806"
"SOSA LLC","1520","Service/Rental/Etc","LA","70816"
"GAUGE CONSTRUCTION & DEVELOPMENT LLC","2710","Contractor","LA","70809"
"RONALD SCIVICQUE","1520","Service/Rental/Etc","LA","70817"
"ERIC ROBERTS","1520","Service/Rental/Etc","LA","70816"
"UNITED TITLE OF LOUISIANA INC","9999","No Occupational License","LA","71105"
"UNITED TITLE OF LOUISIANA INC","1520","Service/Rental/Etc","LA","70817"
"PETERS WEALTH ADVISORS LLC","1520","Service/Rental/Etc","LA","70808"
"MAYHALL FONDREN BLAIZE LLC","2090","Professional","LA","70808"
"S ELWOOD THAMES JR","2090","Professional","LA","70816"
"SCOTT & PITRE LLC","1520","Service/Rental/Etc","LA","70806"
"LONG THI THANH LE","1520","Service/Rental/Etc","LA","70810"
"SHARON J GOMEZ","1520","Service/Rental/Etc","LA","70810"
"TRIFECTA SPORTS THERAPY LLC","1520","Service/Rental/Etc","LA","70806"
"ILLUSIONS CLOTHING BOUTIQUE LLC","1525","Retail Dealer","LA","70791"
"J NES FASHION AND ACCESSORIES LLC","1525","Retail Dealer","LA","70714"
"SUN COAST CANDLE COMPANY LLC","1525","Retail Dealer","LA","70817"
"CELL PHONE SOLUTIONS LLC","1520","Service/Rental/Etc","LA","70810"
"KINYATA D SMITH","1525","Retail Dealer","LA","70816"
"MINER GREGORY AND MILLER CONSULTING LLC","1520","Service/Rental/Etc","LA","70817"
"GREGORY ADVISORS LLC","1520","Service/Rental/Etc","LA","7081-"
"HILLCO CONSTRUCTION LLC","2710","Contractor","LA","70808"
"JANE OLSON PHILLIPS","1525","Retail Dealer","LA","70816"
"CHERIF DIALLO","1520","Service/Rental/Etc","LA","70815"
"CALAIS SOLUTIONS LLC","2090","Professional","LA","70808"
"HAUTE STUFF LLC","9999","No Occupational License","LA","70726"
"CHRISTOPHER S D'ANTONI & JUDE M MONDT","1520","Service/Rental/Etc","LA","70817"
"MICHAEL WATTS JR","1520","Service/Rental/Etc","LA","70806"
"E Z BUFFET INC","9999","No Occupational License","LA","70791"
"SASSY CREATIONS LLC","1525","Retail Dealer","LA","70816"
"JW & ASSOCIATES LLC","9999","No Occupational License","LA","70508"
"CAGEIN OUTFITTERS LLC","1525","Retail Dealer","LA","70810"
"BARBARA BUTLER","1520","Service/Rental/Etc","LA","70814"
"PANDA FAITH LLC","1520","Service/Rental/Etc","LA","70816"
"DEDDRICK LARON BARROW","1520","Service/Rental/Etc","LA","70816"
"SONJA MAGEE","9999","No Occupational License","LA","70737"
"TOTAL DELIVERY AND LOGISTICS LLC","1520","Service/Rental/Etc","LA","70807"
"MARLON ROBERTSON","1525","Retail Dealer","LA","70806"
"SCOTTIE AYMOND","1520","Service/Rental/Etc","LA","70815"
"FROGS PO BOYS & CATERING LLC","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70802"
"CP CONSTRUCTION LLC","9999","No Occupational License","LA","70775"
"TERRI JONES","9999","No Occupational License","LA","70791"
"NICE FOODS LIMITED STORE NO 2","1525","Retail Dealer","LA","70806"
"MAGNOLIA PHOTOGRAPHY LLC","1520","Service/Rental/Etc","LA","70817"
"AMERICAN FREIGHT OF LOUISIANA INC","1525","Retail Dealer","LA","70806"
"AGR CONSTRUCTION LLC","2710","Contractor","LA","70811"
"CRAWFISH AQUATICS LLC","1520","Service/Rental/Etc","LA","70810"
"LOCOMOTIVE WORX INC","9999","No Occupational License","LA","70443"
"VERNA W EUBANKS AND KESHA B EUBANKS","9999","No Occupational License","LA","70714"
"LOUISIANA PRALINE COMPANY INC","1610","Wholesale Dealer","LA","70816"
"SHERRY T JOHNSON","1520","Service/Rental/Etc","LA","70802"
"RAMON E CASTILLO","1520","Service/Rental/Etc","LA","70806"
"LOUISIANA CELLULAR REPAIR LLC","1520","Service/Rental/Etc","LA","70809"
"STRANGE CLOUDS OF BATON ROUGE LLC","1525","Retail Dealer","LA","70820"
"GARRICK K WILLIAMS","1525","Retail Dealer","LA","70808"
"CLAUDINE SANDERS","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70802"
"TRAMONTE ENTERPRISES LLC","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70802"
"CUPCAKE ALLIE LLC","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70808"
"BOWZ WITH ATTITUDE LLC","1525","Retail Dealer","LA","70817"
"SNACKS ETC LLC","1525","Retail Dealer","LA","70809"
"ANTIQUE WOODS OF LOUISIANA LLC","1525","Retail Dealer","LA","70806"
"COCO BONGO INC","1525","Retail Dealer","LA","70802"
"A & J GROUP LLC","1520","Service/Rental/Etc","LA","70809"
"GREATER ALLEN CHAPEL OF A M E CHURCH INC","9999","No Occupational License","LA","70805"
"HUEY H MILLER SR LLC","9999","No Occupational License","LA","70583"
"J J MANAGEMENT GROUP LLC","1520","Service/Rental/Etc","LA","70815"
"CASLER ENTERPRISES LLC","1520","Service/Rental/Etc","LA","70815"
"ACADEMY MORTGAGE CORPORATION","1710","Finance Lending","LA","70809"
"ICELL PHONE LLC","1525","Retail Dealer","LA","70816"
"COCO SALON LLC","1520","Service/Rental/Etc","LA","70809"
"SHANCALD1 LLC","1520","Service/Rental/Etc","LA","70809"
"LAURA'S BOUTIQUE LLC","1525","Retail Dealer","LA","70810"
"THE LOYAL 3 LLC","1525","Retail Dealer","LA","70836"
"SOUTHERN CAPITAL EXCHANGE GROUP LLC","1520","Service/Rental/Etc","LA","70805"
"HERSH 3 OF 4 LLC","1525","Retail Dealer","LA","70817"
"THUAN MAI","1525","Retail Dealer","LA","70816"
"DESARAE JONES","1520","Service/Rental/Etc","LA","70807"
"HERITAGE SEAFOOD LLC","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70820"
"PERFECT PATIO LLC","2710","Contractor","LA","70815"
"CARDINAL COMMUNITY SERVICES LLC","1520","Service/Rental/Etc","LA","70816"
"FLUOR FEDERAL PETROLEUM OPERATIONS LLC","9999","No Occupational License","LA","70123"
"BOUNCE N AROUND INFLATABLES LLC","9999","No Occupational License","LA","70737"
"SUPERIOR SOLUTIONS LLC","9999","No Occupational License","LA","70634"
"LARRY NOBLES WRECKER SALES LLC","1520","Service/Rental/Etc","LA","70816"
"JOHN HOFFPAUIR","1525","Retail Dealer","LA","70810"
"BROWN SUGAR SWEET TREATS & SPECIALITIES LLC","1525","Retail Dealer","LA","70812"
"EDDIES HARDWARE INC","9999","No Occupational License","LA","70126"
"ON THE LIST EVENT PLANNING LLC","1520","Service/Rental/Etc","LA","70815"
"THRU TUBING SYSTEMS INC","9999","No Occupational License","LA","70560"
"INNOVATIVE IDM LLC","1610","Wholesale Dealer","LA","70816"
"EARL J ROUX AND ASSOCIATION LLC","1520","Service/Rental/Etc","LA","70806"
"KEEP IT KOOL LLC","1520","Service/Rental/Etc","LA","70815"
"CHANNEL SAFETY & MARINE SUPPLY LLC","9999","No Occupational License","LA","70663"
"A LEWIS DESIGNS LLC","1520","Service/Rental/Etc","LA","70726"
"MIA COSMETICS LLC","1525","Retail Dealer","LA","70836"
"PERFECT TIMING PROMOTIONS INC","9999","No Occupational License","LA","70615"
"ALAN BAKER INC","1525","Retail Dealer","LA","70809"
"HATCHIT CREATIVE LLC","1520","Service/Rental/Etc","LA","70810"
"MGV LLC","2710","Contractor","LA","70809"
"GEAUX FISH OF BATON ROUGE LLC","1525","Retail Dealer","LA","70816"
"THE BOIL & ROUX KITCHEN LLC","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70809"
"GENUINELY SIMPLE LLC","1525","Retail Dealer","LA","70817"
"M & M GIFT SHOP LLC","1525","Retail Dealer","LA","70807"
"SAFE HOME AUTOMATION INC","9999","No Occupational License","LA","70170"
"B & B EVENT RENTALS LLC","1520","Service/Rental/Etc","LA","70809"
"TIONG TAN","2023","Rolling Vendor","LA","70815"
"EAN HOLDINGS LLC","1520","Service/Rental/Etc","LA","70816"
"BRANDI MORRISON","9999","No Occupational License","LA","70583"
"PRISTINE CLEANING SERVICES OF LOUISIANA LLC","1520","Service/Rental/Etc","LA","70815"
"SURFBAN INC","1520","Service/Rental/Etc","LA","70807"
"RMA LOGISTICS LLC","1520","Service/Rental/Etc","LA","70815"
"NATALIE JORDAN","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70836"
"RRC LLC","1520","Service/Rental/Etc","LA","70816"
"ACCESSRULES LLC","9999","No Occupational License","LA","70058"
"FLUID TECHNOLOGY SERVICE INTERNATIONAL LLC","9999","No Occupational License","LA","70583"
"TECH LOGIX CONSULTING LLC","1520","Service/Rental/Etc","LA","70808"
"SOUTHERN DAWGZ LLC","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70808"
"LAW OFFICE OF DARRELL J LOUP LLC","2090","Professional","LA","70810"
"KEVIN MINH DUONG OD APOC","2090","Professional","LA","70809"
"EXOTIC BOUTIQUE LLC","1525","Retail Dealer","LA","70806"
"BODI DECOR ACCESSORIES LLC","1525","Retail Dealer","LA","70815"
"THINK BOSS APPARELL LLC","1525","Retail Dealer","LA","70812"
"FRAN THE BAKER LLC","1610","Wholesale Dealer","LA","70820"
"BELLA MARIE LLC","1525","Retail Dealer","LA","70816"
"JJ LEE LLC","1525","Retail Dealer","LA","70820"
"JENNIFER CRAFT","9999","No Occupational License","LA","70503"
"HELLO DOLLY LLC","1525","Retail Dealer","LA","70817"
"PIZZA HUT OF AMERICA INC","9999","No Occupational License","LA","70714"
"GABRIEL BYNUM","1525","Retail Dealer","LA","70802"
"TERITO REAL ESTATE LLC","1822","Real Estate Broker","LA","70809"
"RENWICK JORDAN","1520","Service/Rental/Etc","LA","70811"
"AGNES ROBINS","1525","Retail Dealer","LA","70714"
"TOTAL RENAL CARE INC","2090","Professional","LA","70807"
"WIRELESS ADVOCATES LLC","1610","Wholesale Dealer","LA","70809"
"THREE BLACK CROWS LLC","9999","No Occupational License","LA","70435"
"PATRICIA HOUGH","1520","Service/Rental/Etc","LA","70809"
"VIANNE V MAYS","1525","Retail Dealer","LA","70808"
"QUANTUM LEAP QSR LLC","1525","Retail Dealer","LA","70810"
"TRAMAINE A MATTHEWS","1525","Retail Dealer","LA","70806"
"BONEFISH GRILL LLC","1525","Retail Dealer","LA","70809"
"BENJAMIN RILEY","1520","Service/Rental/Etc","LA","70802"
"SOUTHERN QUALITY CLEANERS LLC","1520","Service/Rental/Etc","LA","70815"
"ZANELLAS WAX BAR LLC","1520","Service/Rental/Etc","LA","70808"
"ADOLESCENT AND FAMILY COUNSELING SERVICES LLC","1520","Service/Rental/Etc","LA","70809"
"NESHA BENTON","1520","Service/Rental/Etc","LA","70806"
"KO MOBILE KITCHEN LLC","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70814"
"RUSSELL SPREIER","1520","Service/Rental/Etc","LA","70816"
"J S AUTO LLC","2640","Retail Autos & Boats","LA","70806"
"NOLAND CONTRACTORS LLC","2710","Contractor","LA","70814"
"ALICIA C HALL","1525","Retail Dealer","LA","70811"
"ELLIS BADON III","2710","Contractor","LA","70805"
"G PERROTT  C WEBB  J DAY  D LINDSAY","1520","Service/Rental/Etc","LA","70816"
"FTAMA LLC","1525","Retail Dealer","LA","70816"
"ABABACAR GUEYE","1525","Retail Dealer","LA","70806"
"JAY SHREE RAM INC","1530","Retail Dealer of Motor Fuels","LA","70807"
"ANGELINA DEMING","9999","No Occupational License","LA","70791"
"SOUTHERN LAUNDRY SYSTEMS LLC","9999","No Occupational License","LA","70471"
"DAZZY LLC","1525","Retail Dealer","LA","70817"
"EXCELLENCE LLC","1525","Retail Dealer","LA","70817"
"LARRY MYERS","1525","Retail Dealer","LA","70805"
"LINAS KITCHEN LLC","9999","No Occupational License","LA","70791"
"NICHOLAS BRUMFIELD","1520","Service/Rental/Etc","LA","70806"
"TOOK LA VAPOR BOUTIQUE LLC","1525","Retail Dealer","LA","70815"
"TRENDSETTERS AUTO LLC","2640","Retail Autos & Boats","LA","70805"
"HIHESIA BELL","1525","Retail Dealer","LA","70802"
"BARBER KING LLC","1520","Service/Rental/Etc","LA","70808"
"MICHAEL T LAMONICA","2710","Contractor","LA","70819"
"HAIR WORLD INC","1525","Retail Dealer","LA","70816"
"K AND N NAILS SALON LLC","1520","Service/Rental/Etc","LA","70817"
"ACE DRIVING ACADEMY AND COURT SCHOOL LLC","1520","Service/Rental/Etc","LA","70802"
"SHAWN WALKER","1520","Service/Rental/Etc","LA","70811"
"HENDERSON CONSULTING GROUP LLC","1520","Service/Rental/Etc","LA","70809"
"KATERINAS CLEANING COMPANY LLC","1520","Service/Rental/Etc","LA","70816"
"SODEXO OPERATIONS LLC","1520","Service/Rental/Etc","LA","70601"
"B-WHIZ COMPUTER SOLUTIONS L.L.C.","1520","Service/Rental/Etc","LA","70814"
"HEATHER M KENYON","9999","No Occupational License","LA","70726"
"DR IT LLC","1520","Service/Rental/Etc","LA","70816"
"RHONDA ELBON","9999","No Occupational License","LA","70785"
"KNIGHT MEDIA INC","9999","No Occupational License","LA","70605"
"OASIS SPACES LLC","2710","Contractor","LA","70817"
"JUNICKOL WHITFIELD","1525","Retail Dealer","LA","70811"
"SUGA N SPICE PHOTOGRAPHY LLC","1520","Service/Rental/Etc","LA","70816"
"WAL MART LOUISIANA LLC","1525","Retail Dealer","LA","70810"
"BRITTANY R ROBINSON","9999","No Occupational License","LA","70739"
"MAHA ABU ASHOUR LLC","9999","No Occupational License","LA","70714"
"MATTRESS FIRM INC","1525","Retail Dealer","LA","70815"
"APPLE CORE FOODS LLC","1610","Wholesale Dealer","LA","70806"
"KATRESSA LEDUFF","1520","Service/Rental/Etc","LA","70805"
"BIG BROTHERS MEAT MARKET #2 INC","1525","Retail Dealer","LA","70806"
"LOUISIANA ALL TITLES & INSURANCE BROKERS LLC","1520","Service/Rental/Etc","LA","70820"
"DONALD T HAMILTON","1525","Retail Dealer","LA","70805"
"AMERICAN GENERAL LIFE INS CO","9999","No Occupational License","LA","70809"
"VERICORE SOLUTIONS LLC","1520","Service/Rental/Etc","LA","70816"
"DARLISA RICHE","1525","Retail Dealer","LA","70807"
"MA NAILS & SPA LLC","1520","Service/Rental/Etc","LA","70816"
"KC & JAYS GRILL LLC","1525","Retail Dealer","LA","70802"
"PURPLE PANSEY LLC","9999","No Occupational License","LA","70810"
"BIG BOYZ TOY 1 INC","1520","Service/Rental/Etc","LA","70807"
"RUFFINOS CATERING LLC","1525","Retail Dealer","LA","70801"
"CHRISTOPHER NORTHERN","1520","Service/Rental/Etc","LA","70805"
"BRANDY NELSON","1525","Retail Dealer","LA","70806"
"LYLE TURNER","1610","Wholesale Dealer","LA","70806"
"C LEVYS ENTERPRISE LLC","1520","Service/Rental/Etc","LA","70807"
"TUYEN PHUONG LLC","1520","Service/Rental/Etc","LA","70816"
"JB EMPIRE HOLDINGS LLC","1525","Retail Dealer","LA","70802"
"SERV TECH INC","1520","Service/Rental/Etc","LA","70807"
"ACADIAN DIAGNOSTIC LABORATORIES LLC","2090","Professional","LA","70816"
"J & D PRO CLEANING & LAWN SERVICES LLC","1520","Service/Rental/Etc","LA","70817"
"FAST LANE CATERING AND DECOR LLC","1520","Service/Rental/Etc","LA","70816"
"MICHAEL KORS RETAIL INC","1525","Retail Dealer","LA","70836"
"ROWEBURNS LLC","1520","Service/Rental/Etc","LA","70808"
"DEWBERRY CONSULTANTS LLC","2090","Professional","LA","70801"
"SUKAR & SONS OF LA INC","1525","Retail Dealer","LA","70816"
"JOHN H CARTER CO INC","1610","Wholesale Dealer","LA","70817"
"KENNETH BUCCHI","2023","Rolling Vendor","LA","70809"
"LL HOTELS LLC","9999","No Occupational License","LA","70816"
"TRI STATE TRENCHIESS LLC","9999","No Occupational License","LA","70808"
"SHELTER ROOFING LLC","2710","Contractor","LA","70815"
"MANNING LUMBER & MARINE LLC","9999","No Occupational License","LA","70458"
"PEMBERTON ENTERPRISES INC","9999","No Occupational License","LA","70433"
"WHITNESS THIS PRODUCTIONS  LLC","1520","Service/Rental/Etc","LA","70810"
"LACOUR AUDITING LLC","1520","Service/Rental/Etc","LA","70808"
"I FIX IT CENTRAL LLC","9999","No Occupational License","LA","70739"
"LONNIE GAIL CALDWELL","1525","Retail Dealer","LA","70802"
"BECNEL RENTAL TOOLS LLC","9999","No Occupational License","LA","70359"
"ORA WILLIAMS PORTER","1520","Service/Rental/Etc","LA","70811"
"OLYMPIC CRANES & FABRICATION INC","9999","No Occupational License","LA","70508"
"TRUNEKA DOMINO","1525","Retail Dealer","LA","70805"
"CYNTHIA QUINONES","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70815"
"CONTROLWORX LLC","1610","Wholesale Dealer","LA","70817"
"COZY STYLE SALON LLC","1520","Service/Rental/Etc","LA","70814"
"GIVING BACK PHOTOGRAPHY LLC","9999","No Occupational License","LA","70818"
"KAID INC","1525","Retail Dealer","LA","70807"
"MIX & TWIST BARTENDING SERVICES LLC","1520","Service/Rental/Etc","LA","70815"
"MARCUS JACOBS","1520","Service/Rental/Etc","LA","70802"
"VICTORY GARDENS LLC","1520","Service/Rental/Etc","LA","70808"
"GREG BROOKS","2060","Special Events","LA","70815"
"TYLER CHANEL PHOTOGRAPHY LLC","1525","Retail Dealer","LA","70810"
"REBEKAH BLUE ALLEN","1520","Service/Rental/Etc","LA","70808"
"ABSOLUTELY IRRESISTIBLE LLC","9999","No Occupational License","LA","70508"
"CREATIVE GRAPHICS INC","9999","No Occupational License","LA","70087"
"JESSIE CARTER","1525","Retail Dealer","LA","70807"
"TURNER PERCY LLC","1525","Retail Dealer","LA","70810"
"MAGIC NAIL & SPA 7 LLC","1520","Service/Rental/Etc","LA","70806"
"EBB ENTERPRISES I INC","1525","Retail Dealer","LA","70805"
"TIMESHIA R HAMILTON","1520","Service/Rental/Etc","LA","70815"
"LARRY EUBANKS JR","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70802"
"ROBERT WARREN","2710","Contractor","LA","70806"
"GENKO MANAGEMENT LLC","2710","Contractor","LA","70808"
"BGJG ENTERPRISE LLC","1525","Retail Dealer","LA","70808"
"LA MACHINE & DESIGN INC","9999","No Occupational License","LA","70734"
"BASS FISHING & RENTALS LLC","9999","No Occupational License","LA","70518"
"JOHNNIE C SMITH","1525","Retail Dealer","LA","70805"
"AINSLEY LAHAYE","1520","Service/Rental/Etc","LA","70809"
"BACONATION FOODS LLC","1525","Retail Dealer","LA","70817"
"JY CHOICES LLC","1525","Retail Dealer","LA","70815"
"MODERN MEALS LLC","1525","Retail Dealer","LA","70806"
"HEY PENELOPE LLC","1525","Retail Dealer","LA","70806"
"LANE LEFORT PHOTOGRAPHY LLC","9999","No Occupational License","LA","70094"
"MARSHA HEBERT","1525","Retail Dealer","LA","70810"
"RED DOT CLEANING SERVICE LLC","1520","Service/Rental/Etc","LA","70816"
"SUPERIOR RACK & SHELVING INC","9999","No Occupational License","LA","70508"
"EAST BATON ROUGE MASTER GARDENER ASSOCIATION","9999","No Occupational License","LA","70808"
"UNITED LC CAPITAL LLC","1525","Retail Dealer","LA","70836"
"JOHN MATHERNE","1525","Retail Dealer","LA","70816"
"SPLIT SECOND TRANSPORT INC","1520","Service/Rental/Etc","LA","70808"
"FROG LLC","9999","No Occupational License","LA","70818"
"ALLURE HOLDINGS LLC","1525","Retail Dealer","LA","70808"
"BERNEITA COLLINS","1520","Service/Rental/Etc","LA","70806"
"NURTUR HEALTH INC","2090","Professional","LA","70809"
"BROTHER MOE INC","1525","Retail Dealer","LA","70802"
"THE TIRE STORE & MORE INC","9999","No Occupational License","LA","70714"
"EDWARD BUTLER","1525","Retail Dealer","LA","70802"
"QUALITY NAILS LLC","1520","Service/Rental/Etc","LA","70806"
"PELICAN DONUT LLC","1525","Retail Dealer","LA","70817"
"MAGNOLIA HI FI LLC","1525","Retail Dealer","LA","70836"
"STEVENSON ELECTRIC LLC","2710","Contractor","LA","70714"
"FRESH KITCHEN LLC","1525","Retail Dealer","LA","70809"
"ABC CHILDRENS LEARNING ACADEMY LLC","1520","Service/Rental/Etc","LA","70806"
"JAWWAL LLC","9999","No Occupational License","LA","70791"
"GABRIEL BLACK","1520","Service/Rental/Etc","LA","70806"
"APRIL MAE LLC","9999","No Occupational License","LA","70739"
"WING SNACK MOBILE FOOD UNIT 2 INC","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70810"
"JOSEPH DELHALL","1520","Service/Rental/Etc","LA","70820"
"CHERYL BLALOCK","1520","Service/Rental/Etc","LA","70791"
"DARRELL E RUSSELL","2710","Contractor","LA","70816"
"GOLDEN LADY RECORDS LLC","1525","Retail Dealer","LA","70816"
"PACIFIC SALES KITCHEN & BATH CENTERS LLC","1525","Retail Dealer","LA","70836"
"BIG D'S MASONRY LLC","2710","Contractor","LA","70810"
"REPUBLIC FINANCE LLC","9999","No Occupational License","LA","70809"
"MIDCITY BEAUTY SUPPLIES INC","1525","Retail Dealer","LA","70806"
"ENE ENTERPRISES LLC","1525","Retail Dealer","LA","70816"
"DOMINIQUE LONDON","1525","Retail Dealer","LA","70811"
"SRG CAPITAL CITY HOLDINGS LLC","9999","No Occupational License","LA","70818"
"DIGITAL INK LLC","9999","No Occupational License","LA","70461"
"INTEGRATED ELECTRONIC TECHNOLOGIES INC","1520","Service/Rental/Etc","LA","70816"
"KENDRA SCOTT DESIGN INC","1525","Retail Dealer","LA","70810"
"ELDORADO WHOLESALE LLC","1610","Wholesale Dealer","LA","70809"
"TERRI VIOLA","9999","No Occupational License","LA","70433"
"INFINITE INNOVATIONS LLC","1520","Service/Rental/Etc","LA","70820"
"AT&G FRESH START LLC","9999","No Occupational License","LA","70785"
"PHANTASM NOVELTY SHOP LLC","1525","Retail Dealer","LA","70714"
"THRU TO YOU LLC","1520","Service/Rental/Etc","LA","70809"
"EDGAR SERRANO","1520","Service/Rental/Etc","LA","70815"
"BONE & JOINT SPINE TREATMENT CTR LLC","2090","Professional","LA","70808"
"CSC INVESTMENTS LLC OF TENNESSEE","1525","Retail Dealer","LA","70809"
"PRESTON ENVIRONMENTAL SOLUTIONS LLC","1520","Service/Rental/Etc","LA","70805"
